num	lon	lat
1	0	0
1	0.4488	0.038288
1	1.3464	0.038288
1	2.244	0.038288
1	3.1416	0.038288
1	4.0392	0.038288
1	4.9368	0.038288
1	5.8344	0.038288
1	0.069046	0.07413
1	0.55237	0.07413
1	1.0357	0.07413
1	1.519	0.07413
1	2.0023	0.07413
1	2.4857	0.07413
1	2.969	0.07413
1	3.4523	0.07413
1	3.9356	0.07413
1	4.4189	0.07413
1	4.9023	0.07413
1	5.3856	0.07413
1	5.8689	0.07413
1	6.2123	0.10913
1	0.25983	0.10913
1	0.59052	0.10913
1	0.92122	0.10913
1	1.2519	0.10913
1	1.5826	0.10913
1	1.9133	0.10913
1	2.244	0.10913
1	2.5747	0.10913
1	2.9054	0.10913
1	3.2361	0.10913
1	3.5668	0.10913
1	3.8975	0.10913
1	4.2282	0.10913
1	4.5589	0.10913
1	4.8895	0.10913
1	5.2202	0.10913
1	5.5509	0.10913
1	5.8816	0.10913
1	6.1296	0.14462
1	0.088124	0.14462
1	0.32979	0.14462
1	0.57145	0.14462
1	0.81311	0.14462
1	1.0548	0.14462
1	1.2964	0.14462
1	1.5381	0.14462
1	1.7798	0.14462
1	2.0214	0.14462
1	2.2631	0.14462
1	2.5047	0.14462
1	2.7464	0.14462
1	2.9881	0.14462
1	3.2297	0.14462
1	3.4714	0.14462
1	3.713	0.14462
1	3.9547	0.14462
1	4.1964	0.14462
1	4.438	0.14462
1	4.6797	0.14462
1	4.9213	0.14462
1	5.163	0.14462
1	5.4047	0.14462
1	5.6463	0.14462
1	5.888	0.14462
1	6.0919	0.18049
1	0.0050535	0.18049
1	0.2014	0.18049
1	0.39775	0.18049
1	0.5941	0.18049
1	0.79045	0.18049
1	0.9868	0.18049
1	1.1832	0.18049
1	1.3795	0.18049
1	1.5758	0.18049
1	1.7722	0.18049
1	1.9685	0.18049
1	2.1649	0.18049
1	2.3612	0.18049
1	2.5576	0.18049
1	2.7539	0.18049
1	2.9503	0.18049
1	3.1466	0.18049
1	3.343	0.18049
1	3.5393	0.18049
1	3.7357	0.18049
1	3.932	0.18049
1	4.1284	0.18049
1	4.3247	0.18049
1	4.5211	0.18049
1	4.7174	0.18049
1	4.9138	0.18049
1	5.1101	0.18049
1	5.3065	0.18049
1	5.5028	0.18049
1	5.6992	0.18049
1	5.8955	0.18049
1	6.0661	0.21604
1	6.2314	0.21604
1	0.11356	0.21604
1	0.27891	0.21604
1	0.44426	0.21604
1	0.6096	0.21604
1	0.77495	0.21604
1	0.9403	0.21604
1	1.1056	0.21604
1	1.271	0.21604
1	1.4363	0.21604
1	1.6017	0.21604
1	1.767	0.21604
1	1.9324	0.21604
1	2.0977	0.21604
1	2.2631	0.21604
1	2.4284	0.21604
1	2.5938	0.21604
1	2.7591	0.21604
1	2.9245	0.21604
1	3.0898	0.21604
1	3.2552	0.21604
1	3.4205	0.21604
1	3.5858	0.21604
1	3.7512	0.21604
1	3.9165	0.21604
1	4.0819	0.21604
1	4.2472	0.21604
1	4.4126	0.21604
1	4.5779	0.21604
1	4.7433	0.21604
1	4.9086	0.21604
1	5.074	0.21604
1	5.2393	0.21604
1	5.4047	0.21604
1	5.57	0.21604
1	5.7354	0.21604
1	5.9007	0.21604
1	6.0422	0.25183
1	6.1818	0.25183
1	0.038238	0.25183
1	0.17786	0.25183
1	0.31749	0.25183
1	0.45712	0.25183
1	0.59674	0.25183
1	0.73637	0.25183
1	0.876	0.25183
1	1.0156	0.25183
1	1.1552	0.25183
1	1.2949	0.25183
1	1.4345	0.25183
1	1.5741	0.25183
1	1.7138	0.25183
1	1.8534	0.25183
1	1.993	0.25183
1	2.1326	0.25183
1	2.2723	0.25183
1	2.4119	0.25183
1	2.5515	0.25183
1	2.6911	0.25183
1	2.8308	0.25183
1	2.9704	0.25183
1	3.11	0.25183
1	3.2496	0.25183
1	3.3893	0.25183
1	3.5289	0.25183
1	3.6685	0.25183
1	3.8081	0.25183
1	3.9478	0.25183
1	4.0874	0.25183
1	4.227	0.25183
1	4.3667	0.25183
1	4.5063	0.25183
1	4.6459	0.25183
1	4.7855	0.25183
1	4.9252	0.25183
1	5.0648	0.25183
1	5.2044	0.25183
1	5.344	0.25183
1	5.4837	0.25183
1	5.6233	0.25183
1	5.7629	0.25183
1	5.9025	0.25183
1	6.0352	0.28752
1	6.1609	0.28752
1	0.0033312	0.28752
1	0.12899	0.28752
1	0.25466	0.28752
1	0.38032	0.28752
1	0.50599	0.28752
1	0.63165	0.28752
1	0.75731	0.28752
1	0.88298	0.28752
1	1.0086	0.28752
1	1.1343	0.28752
1	1.26	0.28752
1	1.3856	0.28752
1	1.5113	0.28752
1	1.637	0.28752
1	1.7626	0.28752
1	1.8883	0.28752
1	2.014	0.28752
1	2.1396	0.28752
1	2.2653	0.28752
1	2.3909	0.28752
1	2.5166	0.28752
1	2.6423	0.28752
1	2.7679	0.28752
1	2.8936	0.28752
1	3.0193	0.28752
1	3.1449	0.28752
1	3.2706	0.28752
1	3.3963	0.28752
1	3.5219	0.28752
1	3.6476	0.28752
1	3.7732	0.28752
1	3.8989	0.28752
1	4.0246	0.28752
1	4.1502	0.28752
1	4.2759	0.28752
1	4.4016	0.28752
1	4.5272	0.28752
1	4.6529	0.28752
1	4.7786	0.28752
1	4.9042	0.28752
1	5.0299	0.28752
1	5.1555	0.28752
1	5.2812	0.28752
1	5.4069	0.28752
1	5.5325	0.28752
1	5.6582	0.28752
1	5.7839	0.28752
1	5.9095	0.28752
1	6.0209	0.32311
1	6.1311	0.32311
1	6.2413	0.32311
1	0.068368	0.32311
1	0.1786	0.32311
1	0.28883	0.32311
1	0.39906	0.32311
1	0.50929	0.32311
1	0.61952	0.32311
