num	lon	lat
1	0	0
1	0.5236	0.16334
1	1.5708	0.16334
1	2.618	0.16334
1	3.6652	0.16334
1	4.7124	0.16334
1	5.7596	0.16334
1	0	0.31996
1	0.48332	0.31996
1	0.96664	0.31996
1	1.45	0.31996
1	1.9333	0.31996
1	2.4166	0.31996
1	2.8999	0.31996
1	3.3833	0.31996
1	3.8666	0.31996
1	4.3499	0.31996
1	4.8332	0.31996
1	5.3165	0.31996
1	5.7999	0.31996
1	6.1624	0.48066
1	0.22824	0.48066
1	0.5773	0.48066
1	0.92637	0.48066
1	1.2754	0.48066
1	1.6245	0.48066
1	1.9736	0.48066
1	2.3226	0.48066
1	2.6717	0.48066
1	3.0208	0.48066
1	3.3698	0.48066
1	3.7189	0.48066
1	4.068	0.48066
1	4.417	0.48066
1	4.7661	0.48066
1	5.1152	0.48066
1	5.4642	0.48066
1	5.8133	0.48066
1	6.0941	0.63611
1	0.084056	0.63611
1	0.35724	0.63611
1	0.63042	0.63611
1	0.9036	0.63611
1	1.1768	0.63611
1	1.45	0.63611
1	1.7231	0.63611
1	1.9963	0.63611
1	2.2695	0.63611
1	2.5427	0.63611
1	2.8159	0.63611
1	3.0891	0.63611
1	3.3622	0.63611
1	3.6354	0.63611
1	3.9086	0.63611
1	4.1818	0.63611
1	4.455	0.63611
1	4.7281	0.63611
1	5.0013	0.63611
1	5.2745	0.63611
1	5.5477	0.63611
1	5.8209	0.63611
1	6.0502	0.79235
1	6.2746	0.79235
1	0.21577	0.79235
1	0.44017	0.79235
1	0.66457	0.79235
1	0.88897	0.79235
1	1.1134	0.79235
1	1.3378	0.79235
1	1.5622	0.79235
1	1.7866	0.79235
1	2.011	0.79235
1	2.2354	0.79235
1	2.4598	0.79235
1	2.6842	0.79235
1	2.9086	0.79235
1	3.133	0.79235
1	3.3574	0.79235
1	3.5818	0.79235
1	3.8062	0.79235
1	4.0306	0.79235
1	4.255	0.79235
1	4.4794	0.79235
1	4.7038	0.79235
1	4.9282	0.79235
1	5.1526	0.79235
1	5.377	0.79235
1	5.6014	0.79235
1	5.8258	0.79235
1	6.0321	0.94751
1	6.2347	0.94751
1	0.15424	0.94751
1	0.35692	0.94751
1	0.55961	0.94751
1	0.76229	0.94751
1	0.96497	0.94751
1	1.1677	0.94751
1	1.3703	0.94751
1	1.573	0.94751
1	1.7757	0.94751
1	1.9784	0.94751
1	2.1811	0.94751
1	2.3838	0.94751
1	2.5864	0.94751
1	2.7891	0.94751
1	2.9918	0.94751
1	3.1945	0.94751
1	3.3972	0.94751
1	3.5999	0.94751
1	3.8025	0.94751
1	4.0052	0.94751
1	4.2079	0.94751
1	4.4106	0.94751
1	4.6133	0.94751
1	4.816	0.94751
1	5.0186	0.94751
1	5.2213	0.94751
1	5.424	0.94751
1	5.6267	0.94751
1	5.8294	0.94751
1	6.0118	1.1025
1	6.1913	1.1025
1	0.087644	1.1025
1	0.26716	1.1025
1	0.44668	1.1025
1	0.6262	1.1025
1	0.80572	1.1025
1	0.98524	1.1025
1	1.1648	1.1025
1	1.3443	1.1025
1	1.5238	1.1025
1	1.7033	1.1025
1	1.8828	1.1025
1	2.0624	1.1025
1	2.2419	1.1025
1	2.4214	1.1025
1	2.6009	1.1025
1	2.7804	1.1025
1	2.96	1.1025
1	3.1395	1.1025
1	3.319	1.1025
1	3.4985	1.1025
1	3.678	1.1025
1	3.8576	1.1025
1	4.0371	1.1025
1	4.2166	1.1025
1	4.3961	1.1025
1	4.5756	1.1025
1	4.7552	1.1025
1	4.9347	1.1025
1	5.1142	1.1025
1	5.2937	1.1025
1	5.4732	1.1025
1	5.6528	1.1025
1	5.8323	1.1025
1	6.0045	1.2588
1	6.1743	1.2588
1	0.060959	1.2588
1	0.23077	1.2588
1	0.40059	1.2588
1	0.57041	1.2588
1	0.74022	1.2588
1	0.91004	1.2588
1	1.0799	1.2588
1	1.2497	1.2588
1	1.4195	1.2588
1	1.5893	1.2588
1	1.7591	1.2588
1	1.9289	1.2588
1	2.0987	1.2588
1	2.2686	1.2588
1	2.4384	1.2588
1	2.6082	1.2588
